;Datum izida;Angleski naslov filma;Proraèun;Prihodek v ZDA;Prihodek po celem svetu
347;10/21/2011;The Three Musketeers 3D;$90,000,000;$20,377,913;$139,877,913
348;11/24/2010;The Nutcracker in 3D;$90,000,000;$195,459;$20,466,016
349;5.10.1996;Twister;$88,000,000;$241,888,385;$495,900,000
350;6.3.2005;Cinderella Man;$88,000,000;$61,649,911;$105,021,488
351;7.8.2005;Fantastic Four;$87,500,000;$154,696,080;$330,717,080
352;2.9.2001;Hannibal;$87,000,000;$165,092,266;$350,100,280
353;7/25/2003;Seabiscuit;$86,000,000;$120,277,854;$148,715,342
354;12/22/2000;Cast Away;$85,000,000;$233,632,142;$427,230,516
355;11/17/2006;Happy Feet;$85,000,000;$198,000,317;$385,000,317
356;12.7.2001;Ocean's Eleven;$85,000,000;$183,417,150;$450,728,529
357;7/23/2004;The Bourne Supremacy;$85,000,000;$176,087,450;$288,587,450
358;7/25/1997;Air Force One;$85,000,000;$172,956,409;$315,268,353
359;4.3.2009;Fast & Furious;$85,000,000;$155,064,265;$363,064,265
360;3/14/2008;Horton Hears a Who;$85,000,000;$154,529,439;$297,133,947
361;3/21/2014;Divergent;$85,000,000;$150,947,895;$286,347,895
362;9/28/2012;Hotel Transylvania;$85,000,000;$148,313,048;$359,222,014
363;11/21/2007;Enchanted;$85,000,000;$127,706,877;$340,384,141
364;2.10.2012;Safe House;$85,000,000;$126,181,630;$208,542,162
365;7/20/2007;I Now Pronounce You Chuck and Larry;$85,000,000;$119,725,280;$185,708,462
366;6.8.2007;Ocean's Thirteen;$85,000,000;$117,144,465;$311,744,465
367;12/25/2009;It's Complicated;$85,000,000;$112,735,375;$224,614,744
368;11/20/1998;Enemy of the State;$85,000,000;$111,549,836;$250,649,836
369;9/29/2006;Open Season;$85,000,000;$85,105,259;$189,901,703
370;11.4.2011;Tower Heist;$85,000,000;$78,046,570;$153,470,352
371;11/22/2000;102 Dalmatians;$85,000,000;$66,941,559;$66,941,559
372;3/30/2012;Mirror Mirror;$85,000,000;$64,935,167;$168,611,991
373;12.8.2006;The Holiday;$85,000,000;$63,280,000;$205,190,324
374;6/16/2006;The Fast and the Furious: Tokyo Drift;$85,000,000;$62,615,510;$157,794,205
375;12.9.2005;Memoirs of a Geisha;$85,000,000;$57,010,853;$161,510,853
376;3/16/2001;Enemy at the Gates;$85,000,000;$51,396,781;$96,971,293
377;6/18/1993;Last Action Hero;$85,000,000;$50,016,394;$137,298,489
378;9/26/2003;The Rundown;$85,000,000;$47,641,743;$80,831,893
379;11/23/2011;Arthur Christmas;$85,000,000;$46,462,469;$149,717,124
380;7/30/2010;Cats & Dogs: The Revenge of Kitty Galore;$85,000,000;$45,539,292;$114,979,922
381;11/13/1998;Meet Joe Black;$85,000,000;$44,650,003;$44,650,003
382;2.8.2002;Collateral Damage;$85,000,000;$40,048,332;$78,353,508
383;3/15/2002;Showtime;$85,000,000;$37,948,765;$78,948,765
384;6/30/1995;Judge Dredd;$85,000,000;$34,687,912;$113,487,912
385;3.2.2007;Zodiac;$85,000,000;$33,080,084;$83,080,084
386;8/13/2010;Scott Pilgrim vs. The World;$85,000,000;$31,611,316;$48,089,760
387;3/28/2003;The Core;$85,000,000;$31,111,260;$74,132,631
388;5.9.1997;Father's Day;$85,000,000;$28,681,080;$35,681,080
389;6/14/2002;Scooby-Doo;$84,000,000;$153,294,164;$276,294,164
390;7/28/2000;Nutty Professor II: The Klumps;$84,000,000;$123,307,945;$166,307,945
391;7/19/2013;RED 2;$84,000,000;$53,262,560;$137,162,560
392;6/23/2006;Click;$82,500,000;$137,355,633;$237,685,089
393;12/15/2006;Charlotte's Web;$82,500,000;$82,985,708;$143,985,708
394;2/14/2008;Jumper;$82,500,000;$81,168,265;$223,113,205
395;7.11.2008;Hellboy 2: The Golden Army;$82,500,000;$75,986,503;$160,388,063
396;5/27/2005;The Longest Yard;$82,000,000;$158,119,460;$190,320,568
397;8/13/2010;The Expendables;$82,000,000;$103,068,524;$268,268,174
398;11/17/2000;The 6th Day;$82,000,000;$34,543,701;$96,024,898
399;5/23/2003;Bruce Almighty;$81,000,000;$242,704,995;$483,473,962
400;3/23/2012;The Hunger Games;$80,000,000;$408,010,692;$684,510,692
401;5/26/2011;The Hangover Part II;$80,000,000;$254,464,305;$586,464,305
402;5/21/1996;Mission: Impossible;$80,000,000;$180,981,886;$457,697,994
403;6/18/1992;Batman Returns;$80,000,000;$162,833,635;$266,824,291
404;5.7.1999;The Mummy;$80,000,000;$155,385,488;$416,385,488
405;5/19/2006;Over the Hedge;$80,000,000;$155,019,340;$336,002,981
406;6/21/2002;Lilo & Stitch;$80,000,000;$145,771,527;$245,800,000
407;5.8.1998;Deep Impact;$80,000,000;$140,464,664;$349,464,664
408;7.12.2013;Grown Ups 2;$80,000,000;$133,668,525;$247,023,808
409;12/16/2011;Alvin and the Chipmunks: Chipwrecked;$80,000,000;$133,107,389;$337,307,389
410;6/20/2008;Get Smart;$80,000,000;$130,319,208;$228,742,913
411;3.11.2005;Robots;$80,000,000;$128,200,012;$260,700,012
412;2/19/2010;Shutter Island;$80,000,000;$128,012,934;$296,831,073
413;12.12.2003;Something's Gotta Give;$80,000,000;$124,685,242;$266,685,242
414;11/26/2008;Four Christmases;$80,000,000;$120,146,040;$163,546,040
415;6/27/1997;Face/Off;$80,000,000;$112,276,146;$241,200,000
416;12/25/2008;Bedtime Stories;$80,000,000;$110,101,975;$221,468,935
417;7.12.2002;The Road to Perdition;$80,000,000;$104,054,514;$183,354,514
418;2.11.2011;Just Go With It;$80,000,000;$103,028,109;$214,974,953
419;2/14/2003;Daredevil;$80,000,000;$102,543,518;$182,782,518
420;9/26/2008;Eagle Eye;$80,000,000;$101,440,743;$178,066,569
421;6.6.1997;Con Air;$80,000,000;$101,117,573;$224,117,573
422;12/17/2010;Yogi Bear 3D;$80,000,000;$100,246,011;$202,284,317
423;12/25/2003;Cold Mountain;$80,000,000;$95,632,614;$165,173,909
424;1/15/2010;The Book of Eli;$80,000,000;$94,835,059;$158,750,817
425;11/26/1997;Flubber;$80,000,000;$92,993,801;$177,993,801
426;7/23/1999;The Haunting;$80,000,000;$91,188,905;$180,188,905
427;11/15/1996;Space Jam;$80,000,000;$90,463,534;$250,200,000
428;2.10.2006;The Pink Panther;$80,000,000;$82,226,474;$158,926,474
429;10/17/2014;Fury;$80,000,000;$81,894,080;$171,694,080
430;7.8.2011;Zookeeper;$80,000,000;$80,360,866;$170,485,247
431;12.12.2008;The Day the Earth Stood Still;$80,000,000;$79,366,978;$233,066,978
432;8.8.1997;Conspiracy Theory;$80,000,000;$76,118,990;$142,783,718
433;6.12.1998;Six Days, Seven Nights;$80,000,000;$74,339,294;$164,800,000
434;5/24/2002;Spirit: Stallion of the Cimarron;$80,000,000;$73,215,310;$106,515,310
435;6.8.2001;Swordfish;$80,000,000;$69,772,969;$147,080,413
436;4.3.1998;Lost In Space;$80,000,000;$69,117,629;$136,047,317
437;7/30/2004;The Manchurian Candidate;$80,000,000;$65,948,711;$96,148,711
438;11/22/2006;Déj? Vu;$80,000,000;$64,038,616;$181,038,616
439;6/24/2005;Bewitched;$80,000,000;$63,313,159;$131,159,306
440;1.1.2000;Fantasia 2000 (IMAX);$80,000,000;$60,507,228;$60,507,228
441;3.8.2002;The Time Machine;$80,000,000;$56,684,819;$98,983,590
442;10.2.1998;What Dreams May Come;$80,000,000;$55,485,043;$71,485,043
443;12/25/1998;Mighty Joe Young;$80,000,000;$50,632,037;$50,632,037
444;10/28/2005;The Legend of Zorro;$80,000,000;$45,575,336;$141,475,336
445;11.10.2000;Little Nicky;$80,000,000;$39,442,871;$58,270,391
446;9/25/2009;Surrogates;$80,000,000;$38,577,772;$119,668,350
447;6.8.2001;Evolution;$80,000,000;$38,311,134;$98,341,932
448;8/26/2005;The Brothers Grimm;$80,000,000;$37,899,638;$105,299,638
449;12/13/1996;Mars Attacks!;$80,000,000;$37,771,017;$101,371,017
450;4/14/2006;The Wild;$80,000,000;$37,384,046;$99,384,046
451;12/20/2013;Walking with Dinosaurs;$80,000,000;$36,076,121;$130,580,730
452;12/22/2000;Thirteen Days;$80,000,000;$34,566,746;$66,554,547
453;12.6.1996;Daylight;$80,000,000;$32,908,290;$158,908,290
454;2/21/2014;Pompeii;$80,000,000;$23,169,033;$108,469,033
455;5.12.2000;Battlefield Earth: A Saga of the Year 3000;$80,000,000;$21,471,685;$29,725,663
456;11/14/2003;Looney Tunes: Back in Action;$80,000,000;$20,950,820;$54,540,662
457;12/18/2009;Nine;$80,000,000;$19,676,965;$53,508,858
458;11/26/2003;Timeline;$80,000,000;$19,480,739;$26,703,184
459;4/22/2010;Oceans;$80,000,000;$19,422,319;$82,522,319
460;11/25/1998;Babe: Pig in the City;$80,000,000;$18,319,860;$69,131,860
461;12/25/1997;The Postman;$80,000,000;$17,650,704;$17,650,704
462;11.10.2000;Red Planet;$80,000,000;$17,480,890;$33,463,969
463;12/15/2006;Arthur et les Minimoys;$80,000,000;$15,132,763;$113,325,743
464;8/17/2007;The Invasion;$80,000,000;$15,074,191;$40,147,042
465;6/16/2000;Fantasia 2000 (Theatrical Release);$80,000,000;$9,103,630;$9,103,630
466;9.2.2005;A Sound of Thunder;$80,000,000;$1,900,451;$6,300,451
467;6/15/1994;The Lion King;$79,300,000;$422,780,140;$952,880,140
468;2.10.2012;Journey 2: The Mysterious Island;$79,000,000;$103,860,290;$325,860,290
469;11.11.2011;Jack and Jill;$79,000,000;$74,158,157;$150,519,217
470;12/21/2001;A Beautiful Mind;$78,000,000;$170,708,996;$317,668,058
471;9/27/2013;Cloudy with a Chance of Meatballs 2;$78,000,000;$119,793,567;$274,392,649
472;10.4.2002;Red Dragon;$78,000,000;$92,955,420;$206,455,420
473;3.5.2004;Hidalgo;$78,000,000;$67,286,731;$107,336,658
474;7.11.2003;The League of Extraordinary Gentlemen;$78,000,000;$66,465,204;$179,265,204
475;8/20/2004;Exorcist: The Beginning;$78,000,000;$41,814,863;$43,957,541
476;10/17/2012;Astérix et Obélix: Au service de Sa Majesté;$77,600,000;$0;$60,680,125
477;8.1.2013;Snowpiercer;$76,622,919;$4,563,029;$4,563,029
478;7.2.2013;Despicable Me 2;$76,000,000;$368,065,385;$970,402,878
479;6.6.2003;2 Fast 2 Furious;$76,000,000;$127,120,058;$236,220,058
480;12/25/2006;Children of Men;$76,000,000;$35,552,383;$69,853,395
481;6/30/2000;The Adventures of Rocky & Bullwinkle;$76,000,000;$26,000,610;$35,129,610
482;7.2.1996;Independence Day;$75,000,000;$306,169,255;$817,400,878
483;5/22/1997;The Lost World: Jurassic Park;$75,000,000;$229,086,679;$786,686,679
484;3/31/2006;Ice Age: The Meltdown;$75,000,000;$195,330,621;$651,899,282
485;5/27/2005;Madagascar;$75,000,000;$193,595,521;$556,559,566
486;6/25/2010;Grown Ups;$75,000,000;$162,001,186;$272,223,430
487;10.1.2004;Shark Tale;$75,000,000;$161,412,000;$367,825,111
488;7/14/2000;X-Men;$75,000,000;$157,299,717;$296,339,717
489;6/27/2008;Wanted;$75,000,000;$134,508,551;$342,416,460
490;6.7.1996;The Rock;$75,000,000;$134,069,511;$336,069,511
491;2/13/2004;50 First Dates;$75,000,000;$120,776,832;$196,324,496
492;7/20/2007;Hairspray;$75,000,000;$118,871,849;$202,871,849
493;5/31/2013;Now You See Me;$75,000,000;$117,723,989;$351,723,989
494;12/15/2006;Dreamgirls;$75,000,000;$103,365,956;$154,965,956
495;7/23/1999;Inspector Gadget;$75,000,000;$97,387,965;$97,387,965
496;11.11.2011;Immortals;$75,000,000;$83,504,017;$211,562,435
497;6/18/2004;The Terminal;$75,000,000;$77,073,959;$218,673,959
498;2/18/2005;Constantine;$75,000,000;$75,976,178;$230,884,728
499;7/21/2006;Monster House;$75,000,000;$73,661,010;$141,267,370
500;1/16/2009;Hotel for Dogs;$75,000,000;$73,034,460;$118,230,763
501;12.8.2000;Vertical Limit;$75,000,000;$68,473,360;$213,500,000
502;12/21/2007;Charlie Wilson's War;$75,000,000;$66,661,095;$119,512,771
503;4/16/1999;Life;$75,000,000;$64,062,587;$73,521,587
504;3.4.2005;Be Cool;$75,000,000;$55,849,401;$94,944,017
505;12/23/2005;Munich;$75,000,000;$47,379,090;$130,279,090
506;6.4.2010;Killers;$75,000,000;$47,059,963;$95,572,749
507;3.7.2003;Tears of the Sun;$75,000,000;$43,632,458;$85,632,458
508;7/21/2006;Lady in the Water;$75,000,000;$42,285,169;$72,785,169
509;12/17/2004;Spanglish;$75,000,000;$42,044,321;$54,344,321
510;10.12.2001;Bandits;$75,000,000;$41,523,271;$71,523,271
511;12/17/1999;Anna and the King;$75,000,000;$39,251,128;$39,251,128
512;7.7.1995;First Knight;$75,000,000;$37,361,412;$127,361,412
513;3/25/2011;Sucker Punch;$75,000,000;$36,392,502;$89,758,389
514;3.11.2005;Hostage;$75,000,000;$34,636,443;$77,636,443
515;6/13/2003;Hollywood Homicide;$75,000,000;$30,207,785;$51,107,785
516;6/16/2000;Titan A.E.;$75,000,000;$22,751,979;$36,751,979
517;12/17/2004;Flight of the Phoenix;$75,000,000;$21,009,180;$34,009,180
518;10/23/1998;Soldier;$75,000,000;$14,623,082;$14,623,082
519;1/15/1999;Virus;$75,000,000;$14,010,690;$30,626,690
520;2/23/2001;Monkeybone;$75,000,000;$5,409,517;$5,409,517
521;11/22/2000;Unbreakable;$73,243,106;$94,999,143;$248,099,143
522;8.4.2006;Talladega Nights: The Ballad of Ricky Bobby;$73,000,000;$148,213,377;$162,926,797
523;8.7.1998;Snake Eyes;$73,000,000;$55,591,409;$103,891,409
524;2/13/1998;Sphere;$73,000,000;$37,068,294;$50,168,294
525;7/27/2007;The Simpsons Movie;$72,500,000;$183,135,014;$527,071,022
526;2.8.2008;Fool's Gold;$72,500,000;$70,231,041;$109,362,966
527;7/31/2009;Funny People;$72,500,000;$51,855,045;$71,880,305
528;9/28/2007;The Kingdom;$72,500,000;$47,467,250;$86,509,602
529;6/22/2001;Doctor Dolittle 2;$72,000,000;$112,950,721;$176,101,721
530;5/24/1995;Braveheart;$72,000,000;$75,545,647;$209,045,647
531;11.4.2005;Jarhead;$72,000,000;$62,647,540;$96,947,540
532;4/27/2001;Driven;$72,000,000;$32,616,869;$54,616,869
533;12/21/2001;The Majestic;$72,000,000;$27,796,042;$37,306,334
534;6/25/2004;Two Brothers;$72,000,000;$19,176,754;$62,176,754
535;7/30/2004;The Village;$71,682,975;$114,197,520;$257,641,634
536;6/26/1998;Doctor Dolittle;$71,500,000;$144,156,605;$294,156,605
537;8.2.2002;Signs;$70,702,619;$227,965,690;$408,265,690
538;5/19/2004;Shrek 2;$70,000,000;$441,226,247;$937,008,132
539;6.9.2006;Cars;$70,000,000;$244,082,982;$461,651,246
540;12/23/2009;Alvin and the Chipmunks: The Squeakquel;$70,000,000;$219,614,612;$443,483,213
541;6/22/1988;Who Framed Roger Rabbit?;$70,000,000;$154,112,492;$351,500,000
542;7/30/1999;Runaway Bride;$70,000,000;$152,257,509;$310,138,178
543;8.9.2002;xXx;$70,000,000;$141,930,000;$267,200,000
544;11.8.1996;Ransom;$70,000,000;$136,492,681;$308,700,000
545;8/20/2009;Inglourious Basterds;$70,000,000;$120,831,050;$316,971,720
546;12.11.1991;Hook;$70,000,000;$119,654,823;$300,854,823
547;7.3.1990;Die Hard 2;$70,000,000;$117,323,878;$239,814,025
548;8.8.2003;S.W.A.T.;$70,000,000;$116,877,597;$207,154,748
549;11/19/1999;Sleepy Hollow;$70,000,000;$101,068,340;$207,068,340
550;12/14/2001;Vanilla Sky;$70,000,000;$100,614,858;$202,726,605
551;6/13/1997;Hercules;$70,000,000;$99,112,101;$250,700,000
552;3/22/2013;Olympus Has Fallen;$70,000,000;$98,927,592;$150,562,164
553;3.11.2011;Battle: Los Angeles;$70,000,000;$83,552,429;$212,005,201
554;8/13/2004;AVP: Alien Vs. Predator;$70,000,000;$80,281,096;$172,543,519
555;12/25/2011;War Horse;$70,000,000;$79,883,359;$156,815,529
556;3.1.2002;We Were Soldiers;$70,000,000;$78,120,196;$114,658,262
557;2.7.2014;The Monuments Men;$70,000,000;$78,031,620;$155,131,620
558;12.11.1998;Star Trek: Insurrection;$70,000,000;$70,187,658;$117,800,000
559;12.10.2003;Big Fish;$70,000,000;$66,432,867;$123,954,323
560;6/17/1994;Wolf;$70,000,000;$65,011,757;$131,011,757
561;1/20/2012;Underworld: Awakening;$70,000,000;$62,321,039;$160,379,930
562;10.1.2014;Dracula Untold;$70,000,000;$55,991,880;$213,766,333
563;8.9.1989;The Abyss;$70,000,000;$54,243,125;$54,243,125
564;9/24/2010;Wall Street 2: Money Never Sleeps;$70,000,000;$52,474,616;$137,431,619
565;1/14/2011;The Dilemma;$70,000,000;$48,475,290;$70,546,865
566;11.6.1998;The Siege;$70,000,000;$40,934,175;$116,625,798
567;8.10.2007;Stardust;$70,000,000;$38,634,938;$135,556,675
568;6/15/2012;Rock of Ages;$70,000,000;$38,518,613;$50,118,613
569;10.8.1997;Seven Years in Tibet;$70,000,000;$37,945,884;$131,445,884
570;9/17/2004;Sky Captain and the World of Tomorrow;$70,000,000;$37,760,080;$49,730,854
571;11.1.2002;I Spy;$70,000,000;$33,561,137;$60,279,822
572;6.7.2002;Bad Company;$70,000,000;$30,157,016;$69,157,016
573;10/21/2005;Doom;$70,000,000;$28,212,337;$54,612,337
574;10/18/2013;Escape Plan;$70,000,000;$25,213,103;$103,813,103
575;9/23/2011;Killer Elite;$70,000,000;$25,124,986;$57,777,106
576;1/16/1998;Hard Rain;$70,000,000;$19,870,567;$19,870,567
577;2/15/2002;Hart's War;$70,000,000;$19,076,815;$33,076,815
578;2.8.2002;Rollerball;$70,000,000;$18,990,542;$25,852,508
579;1.10.2014;The Legend of Hercules;$70,000,000;$18,848,538;$61,402,445
580;9/20/2002;Ballistic: Ecks vs. Sever;$70,000,000;$14,294,842;$14,294,842
581;8.10.2001;Osmosis Jones;$70,000,000;$13,596,911;$13,596,911
582;5.9.2014;Legends of Oz: Dorothy’s Return;$70,000,000;$8,462,347;$8,462,347
583;3/31/2006;Basic Instinct 2;$70,000,000;$5,946,136;$35,417,162
584;5/28/2010;Agora;$70,000,000;$619,423;$38,992,292
585;7.9.2010;Despicable Me;$69,000,000;$251,513,985;$543,495,033
586;7/30/2010;Dinner for Schmucks;$69,000,000;$73,026,337;$86,796,502
587;6/30/2010;The Twilight Saga: Eclipse;$68,000,000;$300,531,751;$699,590,681
588;5/31/2002;The Sum of All Fears;$68,000,000;$118,471,320;$193,500,000
589;7/13/2001;The Score;$68,000,000;$71,069,884;$113,542,091
590;11/22/1995;Money Train;$68,000,000;$35,324,232;$77,224,232
591;3/21/2003;Dreamcatcher;$68,000,000;$33,685,268;$75,685,268
592;8.6.1999;Mystery Men;$68,000,000;$29,762,011;$33,462,011
593;11.5.1999;The Insider;$68,000,000;$28,965,197;$60,265,197
594;3.2.2012;Doctor Seuss' The Lorax;$67,500,000;$214,030,500;$350,822,404
595;10.10.2008;Body of Lies;$67,500,000;$39,394,666;$108,394,666
596;6/22/2012;Abraham Lincoln: Vampire Hunter;$67,500,000;$37,519,139;$109,471,676
597;6/15/2012;That's My Boy;$67,500,000;$36,931,089;$58,058,367
598;9/20/1996;Last Man Standing;$67,000,000;$18,115,927;$18,115,927
599;8/17/2007;The Last Legion;$67,000,000;$5,932,060;$25,332,060
600;4/30/1999;Entrapment;$66,000,000;$87,707,396;$211,700,000
601;6/19/1998;The X Files: Fight the Future;$66,000,000;$83,898,313;$189,176,423
602;3/14/2014;Need for Speed;$66,000,000;$43,568,507;$187,268,507
603;7/24/1998;Saving Private Ryan;$65,000,000;$216,335,085;$485,035,085
604;12/15/2000;What Women Want;$65,000,000;$182,805,123;$372,100,000
605;11.9.2012;Lincoln;$65,000,000;$182,207,973;$273,000,960
606;3/15/2002;Ice Age;$65,000,000;$176,387,405;$386,116,343
607;6/30/1995;Apollo 13;$65,000,000;$172,070,496;$334,100,000
608;3/31/1999;The Matrix;$65,000,000;$171,479,930;$460,279,930
609;12/25/2012;Les Miserables;$65,000,000;$148,809,770;$442,169,052
610;11.1.2002;The Santa Clause 2;$65,000,000;$139,225,854;$172,825,854
611;6.1.1990;Total Recall;$65,000,000;$119,394,839;$261,400,000
612;12/18/1998;You've Got Mail;$65,000,000;$115,821,495;$250,800,000
613;11.5.2010;Due Date;$65,000,000;$100,539,043;$211,739,043
614;7/25/2008;Step Brothers;$65,000,000;$100,468,793;$128,468,793
615;12/15/1995;Jumanji;$65,000,000;$100,458,310;$262,758,310
616;7/17/1998;The Mask of Zorro;$65,000,000;$93,828,745;$233,700,000
617;8.4.2000;Space Cowboys;$65,000,000;$90,454,043;$128,874,043
618;5/28/1993;Cliffhanger;$65,000,000;$84,049,211;$255,000,000
619;2.9.1996;Broken Arrow;$65,000,000;$70,645,997;$148,345,997
620;8.9.2006;World Trade Center;$65,000,000;$70,278,893;$163,295,654
621;7.7.2000;The Kid;$65,000,000;$69,688,384;$69,688,384
622;12/19/2003;Mona Lisa Smile;$65,000,000;$63,803,100;$141,205,169
623;5/16/2012;The Dictator;$65,000,000;$59,650,222;$179,379,532
624;7/16/1999;Eyes Wide Shut;$65,000,000;$55,691,208;$86,257,553
625;2/17/2012;This Means War;$65,000,000;$54,760,791;$156,974,557
626;12.8.2004;Blade: Trinity;$65,000,000;$52,397,389;$132,397,389
627;11/21/2012;Red Dawn;$65,000,000;$44,806,783;$48,164,150
628;12/22/2006;We Are Marshall;$65,000,000;$43,545,364;$43,545,364
629;9/14/2012;Resident Evil: Retribution;$65,000,000;$42,345,531;$238,940,997
630;3/20/1998;Primary Colors;$65,000,000;$39,017,984;$39,017,984
631;10/15/1999;Fight Club;$65,000,000;$37,030,102;$100,853,753
632;8/22/2008;Death Race;$65,000,000;$36,316,032;$72,516,819
633;10.11.1996;The Long Kiss Goodnight;$65,000,000;$33,447,612;$33,447,612
634;12.8.2000;Proof of Life;$65,000,000;$32,598,931;$62,761,005
635;11.11.2005;Zathura;$65,000,000;$28,045,540;$58,545,540
636;11/26/2003;The Missing;$65,000,000;$26,900,336;$38,253,433
637;1/14/2005;Elektra;$65,000,000;$24,409,722;$56,409,722
638;10/23/2009;Astro Boy;$65,000,000;$19,551,067;$41,636,243
639;1/24/2014;I, Frankenstein;$65,000,000;$19,075,290;$71,519,465
640;5/24/1991;Hudson Hawk;$65,000,000;$17,218,916;$17,218,916
641;8/22/2014;Sin City: A Dame to Kill For;$65,000,000;$13,757,804;$39,499,349
642;10/27/2000;Lucky Numbers;$65,000,000;$10,014,234;$10,014,234
643;9/23/2005;Oliver Twist;$65,000,000;$2,070,920;$26,670,920
644;12/31/2009;Foodfight!;$65,000,000;$0;$0
645;12/31/2015;The Free State of Jones;$65,000,000;$0;$0
646;7/14/2006;Little Man;$64,000,000;$58,636,047;$101,636,047
647;10.8.1999;Random Hearts;$64,000,000;$31,054,924;$63,200,000
648;12/27/2006;Perfume: The Story of a Murderer;$63,700,000;$2,223,293;$133,603,463
649;6.11.1993;Jurassic Park;$63,000,000;$395,708,305;$1,035,646,977
650;7/25/2002;Austin Powers in Goldmember;$63,000,000;$213,117,789;$292,738,626
